nps_sk,responded_at_date_id,responded_at_time,customer_sk,channel_sk,score,comment
2426,20250124,05:52:06,1080,2,4,
2427,20240725,15:50:54,1071,2,6,Muy conforme con la calidad
2428,20250606,19:42:35,481,1,8,Podría mejorar el empaque
2429,20250703,07:34:52,658,1,8,Todo perfecto
2430,20250819,06:58:55,302,1,2,Todo perfecto
2431,20241026,14:04:49,472,2,5,Podría mejorar el empaque
2432,20240530,15:46:28,1251,1,7,Volvería a comprar
2433,20240312,14:38:17,1203,2,8,Volvería a comprar
2434,20250402,00:37:19,598,2,7,Atención muy buena
2435,20250403,22:18:18,1378,2,8,Entrega rápida y producto excelente
2436,20250622,03:48:17,31,2,9,Entrega rápida y producto excelente
2437,20250203,16:15:20,330,1,9,Atención muy buena
2438,20240526,03:00:44,673,2,8,Atención muy buena
2439,20250327,19:23:13,659,1,9,Entrega rápida y producto excelente
2440,20250323,16:52:34,211,1,2,Volvería a comprar
2441,20250410,13:20:51,506,1,9,
2442,20250222,05:06:59,1288,1,7,Muy conforme con la calidad
2443,20250710,17:47:12,1422,2,5,Atención muy buena
2444,20240414,19:42:43,1011,1,2,Volvería a comprar
2445,20241204,02:34:53,154,2,5,Tardó un poco más de lo esperado
2446,20250223,09:13:51,914,1,6,Volvería a comprar
2447,20241125,04:26:04,1362,1,6,Todo perfecto
2448,20241106,06:27:22,75,1,4,Tardó un poco más de lo esperado
2449,20250709,21:53:39,801,2,8,Podría mejorar el empaque
2450,20250525,18:06:50,1174,2,8,Tardó un poco más de lo esperado
2451,20250107,01:23:17,560,1,7,
2452,20250401,11:05:37,1286,1,9,Atención muy buena
2453,20240501,12:10:01,866,1,8,Volvería a comprar
2454,20240308,07:41:03,952,1,10,Volvería a comprar
2455,20240312,01:23:56,553,1,6,Volvería a comprar
2456,20250922,21:50:04,1238,1,0,Entrega rápida y producto excelente
2457,20241125,15:21:48,683,2,10,Tardó un poco más de lo esperado
2458,20250812,08:23:36,598,1,9,Todo perfecto
2459,20250701,14:29:01,1302,1,4,Atención muy buena
2460,20240418,14:17:52,85,1,1,Todo perfecto
2461,20250410,13:31:32,723,1,10,
2462,20241217,11:54:35,15,1,4,Volvería a comprar
2463,20241120,02:26:59,486,2,9,Entrega rápida y producto excelente
2464,20250914,07:02:15,726,2,10,Atención muy buena
2465,20250616,13:59:15,1348,1,8,Volvería a comprar
2466,20250215,10:40:25,28,1,8,Muy conforme con la calidad
2467,20241031,22:54:45,113,1,10,
2468,20240119,07:56:40,1433,2,8,
2469,20250524,15:35:35,479,1,7,Entrega rápida y producto excelente
2470,20240708,05:34:57,647,1,10,Muy conforme con la calidad
2471,20241020,07:34:29,62,1,6,Tardó un poco más de lo esperado
2472,20240818,09:59:11,112,1,4,Muy conforme con la calidad
2473,20250529,19:32:23,416,2,6,Muy conforme con la calidad
2474,20240312,09:53:13,907,2,10,Todo perfecto
2475,20241010,05:22:30,310,1,8,Podría mejorar el empaque
2476,20240724,14:47:15,889,1,3,Todo perfecto
2477,20240802,18:50:59,339,1,7,Entrega rápida y producto excelente
2478,20240719,09:18:19,418,2,4,Volvería a comprar
2479,20250629,07:30:24,713,1,9,
2480,20240321,04:59:43,462,2,10,Volvería a comprar
2481,20250207,20:55:02,1091,1,7,Todo perfecto
2482,20240630,14:30:48,867,1,10,Entrega rápida y producto excelente
2483,20250527,06:38:39,1237,1,10,Muy conforme con la calidad
2484,20250716,16:44:44,1441,1,9,Muy conforme con la calidad
2485,20250913,14:41:51,633,2,3,Muy conforme con la calidad
2486,20250919,18:52:59,204,1,9,
2487,20240117,11:24:03,1234,1,9,Tardó un poco más de lo esperado
2488,20240824,17:12:22,201,2,5,Atención muy buena
2489,20240813,06:48:23,1015,2,9,Podría mejorar el empaque
2490,20250129,21:12:54,385,2,7,Atención muy buena
2491,20240828,09:29:02,1099,1,8,Atención muy buena
2492,20240528,08:42:04,728,1,10,Muy conforme con la calidad
2493,20240513,23:44:30,1451,2,7,Tardó un poco más de lo esperado
2494,20240119,13:03:02,358,1,5,Podría mejorar el empaque
2495,20240630,09:47:28,856,2,10,Atención muy buena
2496,20250619,02:36:34,3,1,10,Todo perfecto
2497,20240809,20:21:04,732,1,9,Podría mejorar el empaque
2498,20240507,12:31:23,1410,1,10,Volvería a comprar
2499,20241029,08:08:34,138,2,7,Todo perfecto
2500,20240306,18:25:45,243,2,10,Podría mejorar el empaque
2501,20250902,05:40:54,32,1,8,Todo perfecto
2502,20240509,01:02:03,1280,2,9,Atención muy buena
2503,20240813,23:01:09,345,1,8,
2504,20241205,10:38:11,220,1,8,Todo perfecto
2505,20240724,13:11:29,1296,1,3,Atención muy buena
2506,20240302,19:05:19,547,1,10,Tardó un poco más de lo esperado
2507,20240825,20:54:41,1169,2,7,Volvería a comprar
2508,20241208,08:06:54,1217,2,7,Volvería a comprar
2509,20241025,10:16:14,126,1,8,Atención muy buena
2510,20240320,09:56:46,843,1,10,Todo perfecto
2511,20250215,20:19:35,1260,1,9,Tardó un poco más de lo esperado
2512,20241231,14:09:01,171,1,8,Volvería a comprar
2513,20241024,16:28:54,889,2,7,
2514,20240130,12:51:39,1012,2,4,Entrega rápida y producto excelente
2515,20240614,22:52:21,1418,2,6,Volvería a comprar
2516,20250724,17:48:13,677,2,10,Atención muy buena
2517,20250425,08:23:31,979,1,4,Volvería a comprar
2518,20250829,02:20:20,326,2,8,
2519,20240201,08:37:03,522,2,10,Tardó un poco más de lo esperado
2520,20250111,19:39:01,1326,2,8,
2521,20250908,17:05:45,228,1,8,Podría mejorar el empaque
2522,20250707,15:46:45,1093,2,6,Muy conforme con la calidad
2523,20250322,23:33:18,587,1,8,
2524,20241108,12:10:26,873,1,9,
2525,20240308,21:10:45,733,2,9,Muy conforme con la calidad
2526,20241008,14:10:47,276,1,7,Volvería a comprar
2527,20250915,09:13:36,1428,2,10,Volvería a comprar
2528,20240306,02:05:03,199,2,6,Todo perfecto
2529,20250405,04:22:53,221,1,9,Muy conforme con la calidad
2530,20240709,12:25:22,1015,2,10,
2531,20240518,02:06:06,6,1,6,Volvería a comprar
2532,20250515,00:45:21,1061,2,9,
2533,20241004,13:50:58,1271,1,10,Muy conforme con la calidad
2534,20240419,22:28:53,619,1,5,Tardó un poco más de lo esperado
2535,20241006,03:57:35,698,2,7,Volvería a comprar
2536,20241113,09:05:18,1484,1,9,Podría mejorar el empaque
2537,20240322,22:38:14,1316,1,8,
2538,20250205,23:07:01,1034,1,8,Podría mejorar el empaque
2539,20250420,22:44:40,790,2,7,Todo perfecto
2540,20250521,08:12:03,1399,2,5,Volvería a comprar
2541,20250207,06:00:58,1045,1,7,Podría mejorar el empaque
2542,20250810,20:29:01,59,2,9,Atención muy buena
2543,20240729,09:43:59,244,1,9,Atención muy buena
2544,20250704,22:20:34,408,1,9,Muy conforme con la calidad
2545,20250506,15:00:40,259,2,4,Entrega rápida y producto excelente
2546,20241011,15:43:00,960,2,9,Podría mejorar el empaque
2547,20240709,20:31:42,878,2,9,Atención muy buena
2548,20241124,06:28:22,584,1,1,
2549,20240729,05:41:51,397,1,6,
2550,20241015,13:34:38,167,2,9,Tardó un poco más de lo esperado
2551,20240116,22:58:57,1216,2,4,Todo perfecto
2552,20241107,02:09:48,1271,1,1,Muy conforme con la calidad
2553,20240805,23:34:18,1293,1,7,Podría mejorar el empaque
2554,20241031,20:42:09,223,2,4,Volvería a comprar
2555,20250818,10:22:56,201,2,6,Podría mejorar el empaque
2556,20250707,10:48:35,342,1,7,Tardó un poco más de lo esperado
2557,20240410,05:52:21,913,1,6,Podría mejorar el empaque
2558,20250301,08:32:15,752,1,0,Atención muy buena
2559,20240422,17:54:12,78,1,9,Todo perfecto
2560,20240411,17:45:44,60,2,9,Tardó un poco más de lo esperado
2561,20240722,08:28:46,1254,1,7,Muy conforme con la calidad
2562,20240417,17:26:53,183,1,7,Tardó un poco más de lo esperado
2563,20250818,02:17:21,591,2,5,Todo perfecto
2564,20250606,16:12:16,849,1,9,Podría mejorar el empaque
2565,20240513,22:36:31,1248,2,8,Podría mejorar el empaque
2566,20240112,22:27:19,741,2,6,Tardó un poco más de lo esperado
2567,20240610,00:26:44,1133,2,10,Tardó un poco más de lo esperado
2568,20241017,04:18:36,844,1,5,Entrega rápida y producto excelente
2569,20240126,15:03:38,313,1,4,Tardó un poco más de lo esperado
2570,20240215,15:50:01,891,2,7,Entrega rápida y producto excelente
2571,20250202,17:45:10,195,1,4,Entrega rápida y producto excelente
2572,20240814,08:09:59,642,1,8,Atención muy buena
2573,20241103,06:40:43,569,1,10,Muy conforme con la calidad
2574,20250419,11:43:04,1237,1,9,
2575,20250504,15:01:18,1407,1,8,Tardó un poco más de lo esperado
2576,20250201,03:48:33,1207,1,7,Volvería a comprar
2577,20240907,11:06:25,1236,1,7,Entrega rápida y producto excelente
2578,20240207,06:03:48,1279,1,9,Todo perfecto
2579,20250824,14:24:32,1439,1,8,Tardó un poco más de lo esperado
2580,20250713,08:17:52,858,1,7,Atención muy buena
2581,20250330,04:48:25,1479,2,9,Muy conforme con la calidad
2582,20250402,19:22:33,924,2,7,Entrega rápida y producto excelente
2583,20240424,03:26:14,382,2,8,Todo perfecto
2584,20250406,19:29:19,16,1,7,Muy conforme con la calidad
2585,20240719,14:47:04,862,1,8,Entrega rápida y producto excelente
2586,20251006,18:31:30,234,2,9,Todo perfecto
2587,20240608,02:27:35,475,2,6,Entrega rápida y producto excelente
2588,20240214,18:28:22,392,1,10,Tardó un poco más de lo esperado
2589,20250327,17:01:38,1141,1,6,Tardó un poco más de lo esperado
2590,20250911,20:37:52,183,1,2,Atención muy buena
2591,20250130,22:11:52,524,1,10,
2592,20250620,13:42:43,690,1,8,Todo perfecto
2593,20240708,09:28:05,284,1,5,Atención muy buena
2594,20240223,02:47:26,860,1,10,Tardó un poco más de lo esperado
2595,20240901,04:26:51,991,2,10,
2596,20250414,16:13:00,163,2,7,Todo perfecto
2597,20250521,00:54:11,1364,1,9,Todo perfecto
2598,20240329,01:36:44,1233,2,9,Muy conforme con la calidad
2599,20241209,23:56:56,1009,1,7,Volvería a comprar
2600,20250214,06:54:48,822,1,3,Todo perfecto
2601,20250425,03:02:18,1198,1,9,Todo perfecto
2602,20240226,17:17:45,652,1,9,Entrega rápida y producto excelente
2603,20240825,09:23:50,293,1,8,Atención muy buena
2604,20250311,13:52:28,9,2,5,Podría mejorar el empaque
2605,20240916,03:37:33,967,1,0,Tardó un poco más de lo esperado
2606,20241008,01:11:49,1090,1,10,Muy conforme con la calidad
2607,20240308,01:59:40,1324,1,7,Volvería a comprar
2608,20241203,02:39:32,212,1,4,Tardó un poco más de lo esperado
2609,20240714,19:14:49,77,1,8,
2610,20241019,02:37:01,1261,1,9,Muy conforme con la calidad
2611,20250209,13:27:04,820,1,8,Tardó un poco más de lo esperado
2612,20240705,18:00:42,1321,1,7,Entrega rápida y producto excelente
2613,20250526,07:31:18,709,2,7,Todo perfecto
2614,20240503,15:21:39,1325,1,10,Muy conforme con la calidad
2615,20250825,04:10:43,1339,1,7,Tardó un poco más de lo esperado
2616,20250424,19:55:49,136,1,3,Entrega rápida y producto excelente
2617,20240911,02:36:47,459,2,7,Atención muy buena
2618,20250108,15:35:05,334,2,4,Muy conforme con la calidad
2619,20240214,19:27:26,260,2,10,Muy conforme con la calidad
2620,20241210,08:17:15,264,2,8,Entrega rápida y producto excelente
2621,20250319,10:19:30,1060,1,10,Podría mejorar el empaque
2622,20250110,11:24:25,433,1,10,Tardó un poco más de lo esperado
2623,20250503,10:12:04,1056,2,10,
2624,20250408,15:28:45,246,1,9,
2625,20241104,06:29:20,1033,1,10,Atención muy buena
2626,20240602,20:49:13,1148,2,8,Entrega rápida y producto excelente
2627,20250220,02:50:08,511,1,10,Tardó un poco más de lo esperado
2628,20240813,05:54:02,264,1,9,Podría mejorar el empaque
2629,20250427,18:58:00,553,1,9,Volvería a comprar
2630,20241214,13:44:28,196,1,2,
2631,20240120,06:49:44,203,2,1,Volvería a comprar
2632,20241230,09:52:44,1076,2,4,Todo perfecto
2633,20240630,05:19:00,829,1,4,Atención muy buena
2634,20240925,13:36:02,245,1,10,Entrega rápida y producto excelente
2635,20250213,17:47:53,240,2,10,Todo perfecto
2636,20240807,16:19:48,1173,1,8,Atención muy buena
2637,20250210,11:34:52,243,2,8,Volvería a comprar
2638,20240303,18:25:27,1490,1,9,Podría mejorar el empaque
2639,20240207,17:42:33,583,2,7,
2640,20250317,13:29:20,1216,2,6,
2641,20250614,03:32:17,581,2,8,Atención muy buena
2642,20240419,15:07:57,136,1,0,Todo perfecto
2643,20250831,06:16:43,149,2,6,Muy conforme con la calidad
2644,20250116,13:56:00,1450,1,9,Muy conforme con la calidad
2645,20250128,11:57:32,722,1,8,Todo perfecto
2646,20250116,23:47:31,1389,1,9,Muy conforme con la calidad
2647,20240616,01:53:40,90,2,9,Atención muy buena
2648,20240927,10:17:30,1330,1,8,
2649,20240629,15:20:36,1170,1,2,Entrega rápida y producto excelente
2650,20240206,11:25:07,154,1,7,
2651,20250120,14:39:57,369,1,7,Muy conforme con la calidad
2652,20240625,20:31:49,70,2,8,Entrega rápida y producto excelente
2653,20240529,00:14:08,488,1,3,Tardó un poco más de lo esperado
2654,20240926,16:00:32,1059,2,7,Podría mejorar el empaque
2655,20250323,22:27:13,1459,1,0,Atención muy buena
2656,20250830,20:50:11,1124,1,10,Tardó un poco más de lo esperado
2657,20240704,20:47:49,1030,1,5,
2658,20250505,22:40:42,210,1,6,Entrega rápida y producto excelente
2659,20240731,16:54:51,184,1,9,Tardó un poco más de lo esperado
2660,20250607,23:20:50,513,2,7,Todo perfecto
2661,20250905,21:56:01,11,2,8,Podría mejorar el empaque
2662,20241022,05:57:57,762,1,8,
2663,20250221,10:53:57,385,1,5,Entrega rápida y producto excelente
2664,20250707,01:27:11,1061,2,6,
2665,20240130,12:14:58,820,1,8,Atención muy buena
2666,20250930,09:02:01,662,1,1,
2667,20241028,16:02:42,1419,1,9,Volvería a comprar
2668,20240504,19:10:08,1384,2,10,Tardó un poco más de lo esperado
2669,20240614,04:39:50,324,2,10,Volvería a comprar
2670,20240523,00:27:45,547,2,10,Volvería a comprar
2671,20240430,10:58:57,147,2,7,Muy conforme con la calidad
2672,20250629,11:23:28,548,1,7,Muy conforme con la calidad
2673,20240922,09:35:57,610,2,9,Todo perfecto
2674,20240904,08:42:57,20,1,8,Volvería a comprar
2675,20250807,08:01:58,560,2,1,
2676,20250114,15:26:30,28,2,8,Entrega rápida y producto excelente
2677,20250706,21:22:03,310,1,2,Podría mejorar el empaque
2678,20250329,10:33:53,879,2,10,Todo perfecto
2679,20241110,14:39:30,819,1,3,Atención muy buena
2680,20240430,11:00:31,1406,2,7,Tardó un poco más de lo esperado
2681,20250426,18:26:12,298,2,8,
2682,20241018,03:48:33,1210,1,9,Muy conforme con la calidad
2683,20250825,10:43:31,538,1,9,Entrega rápida y producto excelente
2684,20241210,08:30:10,566,2,8,Volvería a comprar
2685,20240713,10:57:31,1469,1,9,Muy conforme con la calidad
2686,20240830,19:42:10,1428,2,8,Volvería a comprar
2687,20250209,13:02:06,1398,1,4,Tardó un poco más de lo esperado
2688,20240924,22:26:40,899,1,4,Entrega rápida y producto excelente
2689,20250117,17:04:00,806,1,7,Podría mejorar el empaque
2690,20240210,09:45:07,1464,2,7,Volvería a comprar
2691,20250514,07:39:48,1105,2,7,
2692,20250205,13:24:24,847,1,9,Volvería a comprar
